orthogroup	accession	protein_id	sequence_id	observed_n_tmd	modal_n_tmd	matches_modal
orthogroup_1023	GCF_034479305.1	WP_094428382.1	orthogroup_1023|GCF_034479305.1|WP_094428382.1	3	3	1
orthogroup_1027	GCA_000015785.2	ABS73181.1	orthogroup_1027|GCA_000015785.2|ABS73181.1	12	12	1
orthogroup_1027	GCA_000025805.1	ADF37818.1	orthogroup_1027|GCA_000025805.1|ADF37818.1	12	12	1
orthogroup_1027	GCF_000009045.1	NP_388661.1	orthogroup_1027|GCF_000009045.1|NP_388661.1	12	12	1
orthogroup_1027	GCF_000009785.1	WP_011231239.1	orthogroup_1027|GCF_000009785.1|WP_011231239.1	11	12	0
orthogroup_1027	GCF_000017885.4	WP_003213824.1	orthogroup_1027|GCF_000017885.4|WP_003213824.1	12	12	1
orthogroup_1027	GCF_005671335.1	WP_010898372.1	orthogroup_1027|GCF_005671335.1|WP_010898372.1	11	12	0
orthogroup_1027	GCF_006094295.1	WP_000513942.1	orthogroup_1027|GCF_006094295.1|WP_000513942.1	12	12	1
orthogroup_1027	GCF_034478925.1	WP_011197645.1	orthogroup_1027|GCF_034478925.1|WP_011197645.1	12	12	1
orthogroup_1027	GCF_034479305.1	WP_094429079.1	orthogroup_1027|GCF_034479305.1|WP_094429079.1	12	12	1
orthogroup_1032	GCA_000015785.2	ABS73226.1	orthogroup_1032|GCA_000015785.2|ABS73226.1	4	4	1
orthogroup_1032	GCA_000025805.1	ADF37241.1	orthogroup_1032|GCA_000025805.1|ADF37241.1	4	4	1
orthogroup_1032	GCF_000009045.1	NP_388704.1	orthogroup_1032|GCF_000009045.1|NP_388704.1	4	4	1
orthogroup_1032	GCF_000009785.1	WP_011229711.1	orthogroup_1032|GCF_000009785.1|WP_011229711.1	4	4	1
orthogroup_1032	GCF_000017885.4	WP_025093362.1	orthogroup_1032|GCF_000017885.4|WP_025093362.1	4	4	1
orthogroup_1032	GCF_005671335.1	WP_233443845.1	orthogroup_1032|GCF_005671335.1|WP_233443845.1	4	4	1
orthogroup_1032	GCF_006094295.1	WP_001071553.1	orthogroup_1032|GCF_006094295.1|WP_001071553.1	4	4	1
orthogroup_1032	GCF_034478925.1	WP_003179881.1	orthogroup_1032|GCF_034478925.1|WP_003179881.1	4	4	1
orthogroup_1032	GCF_034479305.1	WP_094426261.1	orthogroup_1032|GCF_034479305.1|WP_094426261.1	4	4	1
orthogroup_1038	GCA_000015785.2	ABS73262.1	orthogroup_1038|GCA_000015785.2|ABS73262.1	6	6	1
orthogroup_1038	GCA_000025805.1	ADF37319.1	orthogroup_1038|GCA_000025805.1|ADF37319.1	6	6	1
orthogroup_1038	GCF_000009045.1	NP_388749.2	orthogroup_1038|GCF_000009045.1|NP_388749.2	6	6	1
orthogroup_1038	GCF_000011245.1	WP_011065306.1	orthogroup_1038|GCF_000011245.1|WP_011065306.1	6	6	1
orthogroup_1038	GCF_000017885.4	WP_012009338.1	orthogroup_1038|GCF_000017885.4|WP_012009338.1	6	6	1
orthogroup_1038	GCF_005671335.1	WP_053432621.1	orthogroup_1038|GCF_005671335.1|WP_053432621.1	6	6	1
orthogroup_1038	GCF_006094295.1	WP_001161599.1	orthogroup_1038|GCF_006094295.1|WP_001161599.1	6	6	1
orthogroup_1038	GCF_034478925.1	WP_003179944.1	orthogroup_1038|GCF_034478925.1|WP_003179944.1	6	6	1
orthogroup_1038	GCF_034479305.1	WP_094429003.1	orthogroup_1038|GCF_034479305.1|WP_094429003.1	6	6	1
orthogroup_1043	GCA_000015785.2	ABS73378.1	orthogroup_1043|GCA_000015785.2|ABS73378.1	6	6	1
orthogroup_1043	GCA_000025805.1	ADF37465.1	orthogroup_1043|GCA_000025805.1|ADF37465.1	6	6	1
orthogroup_1043	GCF_000009045.1	NP_388871.2	orthogroup_1043|GCF_000009045.1|NP_388871.2	6	6	1
orthogroup_1043	GCF_000009785.1	WP_011230149.1	orthogroup_1043|GCF_000009785.1|WP_011230149.1	6	6	1
orthogroup_1043	GCF_000011245.1	WP_011065540.1	orthogroup_1043|GCF_000011245.1|WP_011065540.1	6	6	1
orthogroup_1043	GCF_005671335.1	WP_053431633.1	orthogroup_1043|GCF_005671335.1|WP_053431633.1	6	6	1
orthogroup_1043	GCF_006094295.1	WP_001224970.1	orthogroup_1043|GCF_006094295.1|WP_001224970.1	6	6	1
orthogroup_1043	GCF_034478925.1	WP_003180232.1	orthogroup_1043|GCF_034478925.1|WP_003180232.1	6	6	1
orthogroup_1043	GCF_034479305.1	WP_094424588.1	orthogroup_1043|GCF_034479305.1|WP_094424588.1	8	6	0
orthogroup_1047	GCA_000015785.2	ABS73396.1	orthogroup_1047|GCA_000015785.2|ABS73396.1	14	14	1
orthogroup_1047	GCA_000025805.1	ADF37484.1	orthogroup_1047|GCA_000025805.1|ADF37484.1	14	14	1
orthogroup_1047	GCF_000009045.1	NP_388889.1	orthogroup_1047|GCF_000009045.1|NP_388889.1	14	14	1
orthogroup_1047	GCF_000009785.1	WP_011230163.1	orthogroup_1047|GCF_000009785.1|WP_011230163.1	14	14	1
orthogroup_1047	GCF_000011245.1	WP_011065778.1	orthogroup_1047|GCF_000011245.1|WP_011065778.1	14	14	1
orthogroup_1047	GCF_005671335.1	WP_010898318.1	orthogroup_1047|GCF_005671335.1|WP_010898318.1	14	14	1
orthogroup_1047	GCF_006094295.1	WP_000537861.1	orthogroup_1047|GCF_006094295.1|WP_000537861.1	14	14	1
orthogroup_1047	GCF_034478925.1	WP_011197716.1	orthogroup_1047|GCF_034478925.1|WP_011197716.1	14	14	1
orthogroup_1047	GCF_034479305.1	WP_094427816.1	orthogroup_1047|GCF_034479305.1|WP_094427816.1	14	14	1
orthogroup_1052	GCA_000015785.2	ABS73473.1	orthogroup_1052|GCA_000015785.2|ABS73473.1	7	7	1
orthogroup_1052	GCA_000025805.1	ADF37536.1	orthogroup_1052|GCA_000025805.1|ADF37536.1	6	7	0
orthogroup_1052	GCF_000009045.1	NP_388993.1	orthogroup_1052|GCF_000009045.1|NP_388993.1	7	7	1
orthogroup_1052	GCF_000011245.1	WP_011065588.1	orthogroup_1052|GCF_000011245.1|WP_011065588.1	6	7	0
orthogroup_1052	GCF_000017885.4	WP_012009532.1	orthogroup_1052|GCF_000017885.4|WP_012009532.1	7	7	1
orthogroup_1052	GCF_005671335.1	WP_041821717.1	orthogroup_1052|GCF_005671335.1|WP_041821717.1	7	7	1
orthogroup_1052	GCF_006094295.1	WP_000364431.1	orthogroup_1052|GCF_006094295.1|WP_000364431.1	8	7	0
orthogroup_1052	GCF_034478925.1	WP_003180539.1	orthogroup_1052|GCF_034478925.1|WP_003180539.1	7	7	1
orthogroup_1052	GCF_034479305.1	WP_062749514.1	orthogroup_1052|GCF_034479305.1|WP_062749514.1	6	7	0
orthogroup_1074	GCA_000015785.2	ABS73774.1	orthogroup_1074|GCA_000015785.2|ABS73774.1	4	4	1
orthogroup_1074	GCA_000025805.1	ADF37683.1	orthogroup_1074|GCA_000025805.1|ADF37683.1	4	4	1
orthogroup_1074	GCF_000009045.1	NP_389320.1	orthogroup_1074|GCF_000009045.1|NP_389320.1	4	4	1
orthogroup_1074	GCF_000011245.1	WP_011064563.1	orthogroup_1074|GCF_000011245.1|WP_011064563.1	4	4	1
orthogroup_1074	GCF_000017885.4	WP_012009803.1	orthogroup_1074|GCF_000017885.4|WP_012009803.1	4	4	1
orthogroup_1074	GCF_005671335.1	WP_053430544.1	orthogroup_1074|GCF_005671335.1|WP_053430544.1	4	4	1
orthogroup_1074	GCF_006094295.1	WP_000054370.1	orthogroup_1074|GCF_006094295.1|WP_000054370.1	4	4	1
orthogroup_1074	GCF_034478925.1	WP_003181354.1	orthogroup_1074|GCF_034478925.1|WP_003181354.1	4	4	1
orthogroup_1074	GCF_034479305.1	WP_169715950.1	orthogroup_1074|GCF_034479305.1|WP_169715950.1	4	4	1
orthogroup_1117	GCA_000015785.2	ABS74282.1	orthogroup_1117|GCA_000015785.2|ABS74282.1	12	12	1
orthogroup_1117	GCA_000025805.1	ADF38828.1	orthogroup_1117|GCA_000025805.1|ADF38828.1	12	12	1
orthogroup_1117	GCF_000009045.1	NP_389826.1	orthogroup_1117|GCF_000009045.1|NP_389826.1	12	12	1
orthogroup_1117	GCF_000009785.1	WP_011231084.1	orthogroup_1117|GCF_000009785.1|WP_011231084.1	12	12	1
orthogroup_1117	GCF_000011245.1	WP_011065493.1	orthogroup_1117|GCF_000011245.1|WP_011065493.1	12	12	1
orthogroup_1117	GCF_000017885.4	WP_012010260.1	orthogroup_1117|GCF_000017885.4|WP_012010260.1	12	12	1
orthogroup_1117	GCF_005671335.1	WP_010897033.1	orthogroup_1117|GCF_005671335.1|WP_010897033.1	12	12	1
orthogroup_1117	GCF_006094295.1	WP_000665546.1	orthogroup_1117|GCF_006094295.1|WP_000665546.1	12	12	1
orthogroup_1117	GCF_034478925.1	WP_009328059.1	orthogroup_1117|GCF_034478925.1|WP_009328059.1	12	12	1
orthogroup_1120	GCA_000015785.2	ABS74356.1	orthogroup_1120|GCA_000015785.2|ABS74356.1	7	7	1
orthogroup_1120	GCA_000025805.1	ADF37825.1	orthogroup_1120|GCA_000025805.1|ADF37825.1	7	7	1
orthogroup_1120	GCF_000009045.1	NP_390062.1	orthogroup_1120|GCF_000009045.1|NP_390062.1	7	7	1
orthogroup_1120	GCF_000011245.1	WP_011066657.1	orthogroup_1120|GCF_000011245.1|WP_011066657.1	7	7	1
orthogroup_1120	GCF_000017885.4	WP_012010303.1	orthogroup_1120|GCF_000017885.4|WP_012010303.1	7	7	1
orthogroup_1120	GCF_005671335.1	WP_010899012.1	orthogroup_1120|GCF_005671335.1|WP_010899012.1	7	7	1
orthogroup_1120	GCF_006094295.1	WP_000136889.1	orthogroup_1120|GCF_006094295.1|WP_000136889.1	7	7	1
orthogroup_1120	GCF_034478925.1	WP_003182805.1	orthogroup_1120|GCF_034478925.1|WP_003182805.1	7	7	1
orthogroup_1120	GCF_034479305.1	WP_094426951.1	orthogroup_1120|GCF_034479305.1|WP_094426951.1	7	7	1
orthogroup_1125	GCA_000015785.2	ABS74381.1	orthogroup_1125|GCA_000015785.2|ABS74381.1	5	5	1
orthogroup_1125	GCA_000025805.1	ADF38299.1	orthogroup_1125|GCA_000025805.1|ADF38299.1	5	5	1
orthogroup_1125	GCF_000009045.1	NP_390086.1	orthogroup_1125|GCF_000009045.1|NP_390086.1	5	5	1
orthogroup_1125	GCF_000009785.1	WP_025039382.1	orthogroup_1125|GCF_000009785.1|WP_025039382.1	5	5	1
orthogroup_1125	GCF_000011245.1	WP_011066146.1	orthogroup_1125|GCF_000011245.1|WP_011066146.1	5	5	1
orthogroup_1125	GCF_000017885.4	WP_012010326.1	orthogroup_1125|GCF_000017885.4|WP_012010326.1	5	5	1
orthogroup_1125	GCF_005671335.1	WP_053432405.1	orthogroup_1125|GCF_005671335.1|WP_053432405.1	5	5	1
orthogroup_1125	GCF_034478925.1	WP_003182859.1	orthogroup_1125|GCF_034478925.1|WP_003182859.1	5	5	1
orthogroup_1125	GCF_034479305.1	WP_094423572.1	orthogroup_1125|GCF_034479305.1|WP_094423572.1	5	5	1
orthogroup_1140	GCA_000015785.2	ABS74463.1	orthogroup_1140|GCA_000015785.2|ABS74463.1	7	7	1
orthogroup_1140	GCA_000025805.1	ADF41156.1	orthogroup_1140|GCA_000025805.1|ADF41156.1	7	7	1
orthogroup_1140	GCF_000009045.1	NP_390167.1	orthogroup_1140|GCF_000009045.1|NP_390167.1	7	7	1
orthogroup_1140	GCF_000009785.1	WP_011231708.1	orthogroup_1140|GCF_000009785.1|WP_011231708.1	7	7	1
orthogroup_1140	GCF_000017885.4	WP_012010395.1	orthogroup_1140|GCF_000017885.4|WP_012010395.1	7	7	1
orthogroup_1140	GCF_005671335.1	WP_053431365.1	orthogroup_1140|GCF_005671335.1|WP_053431365.1	7	7	1
orthogroup_1140	GCF_006094295.1	WP_000349103.1	orthogroup_1140|GCF_006094295.1|WP_000349103.1	7	7	1
orthogroup_1140	GCF_034478925.1	WP_003183023.1	orthogroup_1140|GCF_034478925.1|WP_003183023.1	7	7	1
orthogroup_1140	GCF_034479305.1	WP_094428223.1	orthogroup_1140|GCF_034479305.1|WP_094428223.1	7	7	1
orthogroup_1141	GCA_000015785.2	ABS74470.1	orthogroup_1141|GCA_000015785.2|ABS74470.1	7	7	1
orthogroup_1141	GCA_000025805.1	ADF41167.1	orthogroup_1141|GCA_000025805.1|ADF41167.1	7	7	1
orthogroup_1141	GCF_000009045.1	NP_390175.1	orthogroup_1141|GCF_000009045.1|NP_390175.1	7	7	1
orthogroup_1141	GCF_000009785.1	WP_012820744.1	orthogroup_1141|GCF_000009785.1|WP_012820744.1	7	7	1
orthogroup_1141	GCF_000011245.1	WP_011066205.1	orthogroup_1141|GCF_000011245.1|WP_011066205.1	7	7	1
orthogroup_1141	GCF_000017885.4	WP_012010404.1	orthogroup_1141|GCF_000017885.4|WP_012010404.1	7	7	1
orthogroup_1141	GCF_005671335.1	WP_053431375.1	orthogroup_1141|GCF_005671335.1|WP_053431375.1	7	7	1
orthogroup_1141	GCF_034478925.1	WP_003183040.1	orthogroup_1141|GCF_034478925.1|WP_003183040.1	7	7	1
orthogroup_1141	GCF_034479305.1	WP_094428237.1	orthogroup_1141|GCF_034479305.1|WP_094428237.1	7	7	1
orthogroup_1150	GCA_000015785.2	ABS74638.1	orthogroup_1150|GCA_000015785.2|ABS74638.1	3	3	1
orthogroup_1150	GCA_000025805.1	ADF41287.1	orthogroup_1150|GCA_000025805.1|ADF41287.1	3	3	1
orthogroup_1150	GCF_000009045.1	NP_390324.1	orthogroup_1150|GCF_000009045.1|NP_390324.1	3	3	1
orthogroup_1150	GCF_000009785.1	WP_011231891.1	orthogroup_1150|GCF_000009785.1|WP_011231891.1	3	3	1
orthogroup_1150	GCF_000017885.4	WP_012010540.1	orthogroup_1150|GCF_000017885.4|WP_012010540.1	3	3	1
orthogroup_1150	GCF_005671335.1	WP_010898946.1	orthogroup_1150|GCF_005671335.1|WP_010898946.1	3	3	1
orthogroup_1150	GCF_006094295.1	WP_000816050.1	orthogroup_1150|GCF_006094295.1|WP_000816050.1	3	3	1
orthogroup_1150	GCF_034478925.1	WP_003183412.1	orthogroup_1150|GCF_034478925.1|WP_003183412.1	3	3	1
orthogroup_1150	GCF_034479305.1	WP_094429268.1	orthogroup_1150|GCF_034479305.1|WP_094429268.1	3	3	1
orthogroup_1152	GCA_000015785.2	ABS74665.1	orthogroup_1152|GCA_000015785.2|ABS74665.1	3	3	1
orthogroup_1152	GCA_000025805.1	ADF41309.1	orthogroup_1152|GCA_000025805.1|ADF41309.1	3	3	1
orthogroup_1152	GCF_000009045.1	NP_390352.1	orthogroup_1152|GCF_000009045.1|NP_390352.1	3	3	1
orthogroup_1152	GCF_000009785.1	WP_041467897.1	orthogroup_1152|GCF_000009785.1|WP_041467897.1	3	3	1
orthogroup_1152	GCF_000017885.4	WP_225970031.1	orthogroup_1152|GCF_000017885.4|WP_225970031.1	3	3	1
orthogroup_1152	GCF_005671335.1	WP_053430698.1	orthogroup_1152|GCF_005671335.1|WP_053430698.1	3	3	1
orthogroup_1152	GCF_006094295.1	WP_011110378.1	orthogroup_1152|GCF_006094295.1|WP_011110378.1	3	3	1
orthogroup_1152	GCF_034478925.1	WP_011198115.1	orthogroup_1152|GCF_034478925.1|WP_011198115.1	3	3	1
orthogroup_1152	GCF_034479305.1	WP_094426998.1	orthogroup_1152|GCF_034479305.1|WP_094426998.1	3	3	1
orthogroup_1153	GCA_000015785.2	ABS74695.1	orthogroup_1153|GCA_000015785.2|ABS74695.1	6	6	1
orthogroup_1153	GCA_000025805.1	ADF41332.1	orthogroup_1153|GCA_000025805.1|ADF41332.1	6	6	1
orthogroup_1153	GCF_000009045.1	NP_390382.1	orthogroup_1153|GCF_000009045.1|NP_390382.1	6	6	1
orthogroup_1153	GCF_000011245.1	WP_011064967.1	orthogroup_1153|GCF_000011245.1|WP_011064967.1	6	6	1
orthogroup_1153	GCF_000017885.4	WP_012010587.1	orthogroup_1153|GCF_000017885.4|WP_012010587.1	6	6	1
orthogroup_1153	GCF_005671335.1	WP_010899932.1	orthogroup_1153|GCF_005671335.1|WP_010899932.1	6	6	1
orthogroup_1153	GCF_006094295.1	WP_000217339.1	orthogroup_1153|GCF_006094295.1|WP_000217339.1	6	6	1
orthogroup_1153	GCF_034478925.1	WP_009327884.1	orthogroup_1153|GCF_034478925.1|WP_009327884.1	6	6	1
orthogroup_1153	GCF_034479305.1	WP_094424624.1	orthogroup_1153|GCF_034479305.1|WP_094424624.1	6	6	1
orthogroup_1175	GCA_000015785.2	ABS74978.1	orthogroup_1175|GCA_000015785.2|ABS74978.1	6	6	1
orthogroup_1175	GCA_000025805.1	ADF41580.1	orthogroup_1175|GCA_000025805.1|ADF41580.1	6	6	1
orthogroup_1175	GCF_000009045.1	NP_390793.1	orthogroup_1175|GCF_000009045.1|NP_390793.1	6	6	1
orthogroup_1175	GCF_000009785.1	WP_011232211.1	orthogroup_1175|GCF_000009785.1|WP_011232211.1	6	6	1
orthogroup_1175	GCF_000017885.4	WP_012010861.1	orthogroup_1175|GCF_000017885.4|WP_012010861.1	6	6	1
orthogroup_1175	GCF_005671335.1	WP_010899304.1	orthogroup_1175|GCF_005671335.1|WP_010899304.1	6	6	1
orthogroup_1175	GCF_006094295.1	WP_000625507.1	orthogroup_1175|GCF_006094295.1|WP_000625507.1	6	6	1
orthogroup_1175	GCF_034478925.1	WP_003184322.1	orthogroup_1175|GCF_034478925.1|WP_003184322.1	6	6	1
orthogroup_1175	GCF_034479305.1	WP_011247559.1	orthogroup_1175|GCF_034479305.1|WP_011247559.1	6	6	1
orthogroup_1176	GCA_000015785.2	ABS74980.1	orthogroup_1176|GCA_000015785.2|ABS74980.1	4	4	1
orthogroup_1176	GCA_000025805.1	ADF41582.1	orthogroup_1176|GCA_000025805.1|ADF41582.1	4	4	1
orthogroup_1176	GCF_000009045.1	NP_390795.1	orthogroup_1176|GCF_000009045.1|NP_390795.1	4	4	1
orthogroup_1176	GCF_000011245.1	WP_011066564.1	orthogroup_1176|GCF_000011245.1|WP_011066564.1	4	4	1
orthogroup_1176	GCF_000017885.4	WP_012010863.1	orthogroup_1176|GCF_000017885.4|WP_012010863.1	4	4	1
orthogroup_1176	GCF_005671335.1	WP_053430528.1	orthogroup_1176|GCF_005671335.1|WP_053430528.1	4	4	1
orthogroup_1176	GCF_006094295.1	WP_000871622.1	orthogroup_1176|GCF_006094295.1|WP_000871622.1	4	4	1
orthogroup_1176	GCF_034478925.1	WP_009329366.1	orthogroup_1176|GCF_034478925.1|WP_009329366.1	4	4	1
orthogroup_1176	GCF_034479305.1	WP_062749738.1	orthogroup_1176|GCF_034479305.1|WP_062749738.1	4	4	1
orthogroup_1181	GCA_000015785.2	ABS75035.1	orthogroup_1181|GCA_000015785.2|ABS75035.1	8	8	1
orthogroup_1181	GCA_000025805.1	ADF40074.1	orthogroup_1181|GCA_000025805.1|ADF40074.1	8	8	1
orthogroup_1181	GCF_000009785.1	WP_011230176.1	orthogroup_1181|GCF_000009785.1|WP_011230176.1	8	8	1
orthogroup_1181	GCF_000011245.1	WP_011065520.1	orthogroup_1181|GCF_000011245.1|WP_011065520.1	8	8	1
orthogroup_1181	GCF_000017885.4	WP_012009050.1	orthogroup_1181|GCF_000017885.4|WP_012009050.1	8	8	1
orthogroup_1181	GCF_005671335.1	WP_053430653.1	orthogroup_1181|GCF_005671335.1|WP_053430653.1	8	8	1
orthogroup_1181	GCF_006094295.1	WP_000029975.1	orthogroup_1181|GCF_006094295.1|WP_000029975.1	8	8	1
orthogroup_1181	GCF_034478925.1	WP_011197726.1	orthogroup_1181|GCF_034478925.1|WP_011197726.1	8	8	1
orthogroup_1181	GCF_034479305.1	WP_094424570.1	orthogroup_1181|GCF_034479305.1|WP_094424570.1	8	8	1
orthogroup_1188	GCA_000015785.2	ABS75088.1	orthogroup_1188|GCA_000015785.2|ABS75088.1	10	10	1
orthogroup_1188	GCA_000025805.1	ADF40177.1	orthogroup_1188|GCA_000025805.1|ADF40177.1	10	10	1
orthogroup_1188	GCF_000009045.1	NP_390915.1	orthogroup_1188|GCF_000009045.1|NP_390915.1	10	10	1
orthogroup_1188	GCF_000009785.1	WP_011231825.1	orthogroup_1188|GCF_000009785.1|WP_011231825.1	10	10	1
orthogroup_1188	GCF_000011245.1	WP_011065240.1	orthogroup_1188|GCF_000011245.1|WP_011065240.1	10	10	1
orthogroup_1188	GCF_000017885.4	WP_012010890.1	orthogroup_1188|GCF_000017885.4|WP_012010890.1	10	10	1
orthogroup_1188	GCF_005671335.1	WP_053430049.1	orthogroup_1188|GCF_005671335.1|WP_053430049.1	10	10	1
orthogroup_1188	GCF_034478925.1	WP_003177730.1	orthogroup_1188|GCF_034478925.1|WP_003177730.1	10	10	1
orthogroup_1188	GCF_034479305.1	WP_094425386.1	orthogroup_1188|GCF_034479305.1|WP_094425386.1	10	10	1
orthogroup_1191	GCA_000015785.2	ABS75121.1	orthogroup_1191|GCA_000015785.2|ABS75121.1	6	6	1
orthogroup_1191	GCA_000025805.1	ADF41676.1	orthogroup_1191|GCA_000025805.1|ADF41676.1	6	6	1
orthogroup_1191	GCF_000009045.1	NP_390940.1	orthogroup_1191|GCF_000009045.1|NP_390940.1	6	6	1
orthogroup_1191	GCF_000009785.1	WP_011232329.1	orthogroup_1191|GCF_000009785.1|WP_011232329.1	6	6	1
orthogroup_1191	GCF_000011245.1	WP_011066711.1	orthogroup_1191|GCF_000011245.1|WP_011066711.1	6	6	1
orthogroup_1191	GCF_000017885.4	WP_390624540.1	orthogroup_1191|GCF_000017885.4|WP_390624540.1	6	6	1
orthogroup_1191	GCF_006094295.1	WP_000368771.1	orthogroup_1191|GCF_006094295.1|WP_000368771.1	6	6	1
orthogroup_1191	GCF_034478925.1	WP_009329424.1	orthogroup_1191|GCF_034478925.1|WP_009329424.1	6	6	1
orthogroup_1191	GCF_034479305.1	WP_094429259.1	orthogroup_1191|GCF_034479305.1|WP_094429259.1	6	6	1
orthogroup_1192	GCA_000015785.2	ABS75123.2	orthogroup_1192|GCA_000015785.2|ABS75123.2	4	4	1
orthogroup_1192	GCA_000025805.1	ADF41679.1	orthogroup_1192|GCA_000025805.1|ADF41679.1	4	4	1
orthogroup_1192	GCF_000009045.1	NP_390942.1	orthogroup_1192|GCF_000009045.1|NP_390942.1	4	4	1
orthogroup_1192	GCF_000009785.1	WP_011232332.1	orthogroup_1192|GCF_000009785.1|WP_011232332.1	4	4	1
orthogroup_1192	GCF_000017885.4	WP_012010991.1	orthogroup_1192|GCF_000017885.4|WP_012010991.1	4	4	1
orthogroup_1192	GCF_005671335.1	WP_010897137.1	orthogroup_1192|GCF_005671335.1|WP_010897137.1	4	4	1
orthogroup_1192	GCF_006094295.1	WP_000439566.1	orthogroup_1192|GCF_006094295.1|WP_000439566.1	4	4	1
orthogroup_1192	GCF_034478925.1	WP_003184607.1	orthogroup_1192|GCF_034478925.1|WP_003184607.1	4	4	1
orthogroup_1192	GCF_034479305.1	WP_245850033.1	orthogroup_1192|GCF_034479305.1|WP_245850033.1	3	4	0
orthogroup_1238	GCA_000015785.2	ABS75869.1	orthogroup_1238|GCA_000015785.2|ABS75869.1	3	3	1
orthogroup_1238	GCA_000025805.1	ADF39993.1	orthogroup_1238|GCA_000025805.1|ADF39993.1	3	3	1
orthogroup_1238	GCF_000009045.1	NP_391693.1	orthogroup_1238|GCF_000009045.1|NP_391693.1	3	3	1
orthogroup_1238	GCF_000009785.1	WP_011232920.1	orthogroup_1238|GCF_000009785.1|WP_011232920.1	3	3	1
orthogroup_1238	GCF_000011245.1	WP_011066648.1	orthogroup_1238|GCF_000011245.1|WP_011066648.1	3	3	1
orthogroup_1238	GCF_000017885.4	WP_012011667.1	orthogroup_1238|GCF_000017885.4|WP_012011667.1	3	3	1
orthogroup_1238	GCF_006094295.1	WP_000068425.1	orthogroup_1238|GCF_006094295.1|WP_000068425.1	3	3	1
orthogroup_1238	GCF_034478925.1	WP_003186195.1	orthogroup_1238|GCF_034478925.1|WP_003186195.1	3	3	1
orthogroup_1238	GCF_034479305.1	WP_094427756.1	orthogroup_1238|GCF_034479305.1|WP_094427756.1	3	3	1
orthogroup_1241	GCA_000015785.2	ABS76085.1	orthogroup_1241|GCA_000015785.2|ABS76085.1	10	10	1
orthogroup_1241	GCA_000025805.1	ADF42049.1	orthogroup_1241|GCA_000025805.1|ADF42049.1	10	10	1
orthogroup_1241	GCF_000009045.1	NP_391932.1	orthogroup_1241|GCF_000009045.1|NP_391932.1	10	10	1
orthogroup_1241	GCF_000009785.1	WP_011232943.1	orthogroup_1241|GCF_000009785.1|WP_011232943.1	10	10	1
orthogroup_1241	GCF_000011245.1	WP_011067861.1	orthogroup_1241|GCF_000011245.1|WP_011067861.1	10	10	1
orthogroup_1241	GCF_000017885.4	WP_041816396.1	orthogroup_1241|GCF_000017885.4|WP_041816396.1	10	10	1
orthogroup_1241	GCF_005671335.1	WP_053432369.1	orthogroup_1241|GCF_005671335.1|WP_053432369.1	10	10	1
orthogroup_1241	GCF_006094295.1	WP_000814840.1	orthogroup_1241|GCF_006094295.1|WP_000814840.1	10	10	1
orthogroup_1241	GCF_034478925.1	WP_009330028.1	orthogroup_1241|GCF_034478925.1|WP_009330028.1	10	10	1
orthogroup_1244	GCA_000025805.1	ADF39231.1	orthogroup_1244|GCA_000025805.1|ADF39231.1	8	8	1
orthogroup_1244	GCF_000009045.1	NP_389756.1	orthogroup_1244|GCF_000009045.1|NP_389756.1	8	8	1
orthogroup_1244	GCF_000009785.1	WP_011229692.1	orthogroup_1244|GCF_000009785.1|WP_011229692.1	8	8	1
orthogroup_1244	GCF_000011245.1	WP_011064824.1	orthogroup_1244|GCF_000011245.1|WP_011064824.1	8	8	1
orthogroup_1244	GCF_000017885.4	WP_012009251.1	orthogroup_1244|GCF_000017885.4|WP_012009251.1	8	8	1
orthogroup_1244	GCF_005671335.1	WP_053430558.1	orthogroup_1244|GCF_005671335.1|WP_053430558.1	8	8	1
orthogroup_1244	GCF_006094295.1	WP_000499399.1	orthogroup_1244|GCF_006094295.1|WP_000499399.1	8	8	1
orthogroup_1244	GCF_034478925.1	WP_003181208.1	orthogroup_1244|GCF_034478925.1|WP_003181208.1	8	8	1
orthogroup_1244	GCF_034479305.1	WP_094429217.1	orthogroup_1244|GCF_034479305.1|WP_094429217.1	8	8	1
orthogroup_1253	GCA_000015785.2	ABS72611.2	orthogroup_1253|GCA_000015785.2|ABS72611.2	14	14	1
orthogroup_1253	GCA_000025805.1	ADF40840.1	orthogroup_1253|GCA_000025805.1|ADF40840.1	14	14	1
orthogroup_1253	GCF_000009045.1	NP_388039.1	orthogroup_1253|GCF_000009045.1|NP_388039.1	14	14	1
orthogroup_1253	GCF_000011245.1	WP_011064769.1	orthogroup_1253|GCF_000011245.1|WP_011064769.1	14	14	1
orthogroup_1253	GCF_000017885.4	WP_012008730.1	orthogroup_1253|GCF_000017885.4|WP_012008730.1	14	14	1
orthogroup_1253	GCF_005671335.1	WP_010896592.1	orthogroup_1253|GCF_005671335.1|WP_010896592.1	14	14	1
orthogroup_1253	GCF_006094295.1	WP_000487894.1	orthogroup_1253|GCF_006094295.1|WP_000487894.1	14	14	1
orthogroup_1253	GCF_034478925.1	WP_003178015.1	orthogroup_1253|GCF_034478925.1|WP_003178015.1	14	14	1
orthogroup_1254	GCA_000015785.2	ABS72612.2	orthogroup_1254|GCA_000015785.2|ABS72612.2	10	10	1
orthogroup_1254	GCA_000025805.1	ADF40800.1	orthogroup_1254|GCA_000025805.1|ADF40800.1	10	10	1
